Row ID,Column,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
3268,cleaned_lyrics,782,-25.64,-17.89,-23.18,-35.84,0,62.51,46.08,28.11,100,71.34,96.18,12.5,0,100,16.14,32.7,33.33,0,100
3269,cleaned_lyrics,954,58.6,77.44,44.93,53.43,100,69.59,51.34,66.55,0,0,65.42,45.12,47.38,100,0,100,66.67,50,67.02
3270,cleaned_lyrics,718,20.02,84.88,28.88,-53.71,100,100,48.38,0,17.33,6.16,100,6.16,50.88,0,100,0,0,0,0
3271,cleaned_lyrics,572,,,-58.26,30.94,50,50,50,50,50,100,0,0,0,0,0,0,100,0,0
3272,cleaned_lyrics,670,-18.31,-13.62,-27.4,-13.9,0,14.29,71.43,28.57,100,100,28.57,21.43,78.57,0,83.33,0,100,33.33,33.33
3273,cleaned_lyrics,1080,20.2,16.06,-8.31,52.85,40,100,0,86.67,73.33,54.55,0,81.82,63.64,100,30,20,80,100,0
3274,cleaned_lyrics,785,-9.35,17.03,-2.95,-42.13,33.33,100,0,40,53.33,25,72.22,13.89,0,100,100,66.67,33.33,0,33.33
3275,cleaned_lyrics,1261,21.6,47.87,20.2,-3.28,83.23,85.71,57.14,100,0,7.15,40,100,0,80,49.21,100,0,100,100
3276,cleaned_lyrics,746,2.51,37.44,9.85,-39.75,57.11,25,100,0,0,44.22,100,0,83.33,50,100,0,50.51,50.51,50.51
3277,cleaned_lyrics,1306,-9.86,35.56,-18.55,-46.59,51.68,100,70.59,35.29,0,85.19,0,48.28,100,37.93,0,16.83,0.19,0.19,100
3278,cleaned_lyrics,1006,-11.41,-46.25,65.72,-53.71,0,46.06,91.01,82.02,100,0,100,75.56,67.42,34.84,100,0,0,0,0
3279,cleaned_lyrics,746,19.44,77.83,41.52,-61.04,100,90.91,79.55,0,22.73,0,11.56,100,46.93,55.78,62,0,37.5,37.5,100
3280,cleaned_lyrics,846,9.85,29.05,-20.66,21.15,47.79,12.5,100,0,62.5,91.36,62.5,0,100,68.75,49.26,75,100,0,25
3281,cleaned_lyrics,0,,,,
3282,cleaned_lyrics,1091,-21.4,-22.7,6.39,-47.88,0,100,92.4,16.44,69.61,74.74,56,72,100,0,100,43.11,0,28.74,28.74
3283,cleaned_lyrics,921,-7.53,22.82,1.81,-47.24,48.73,100,0,92.86,85.71,48.16,100,45,0,30,100,0,25.17,25.17,25.17
3284,cleaned_lyrics,882,5.09,-19.9,-11.06,46.23,0,49.11,100,1.23,11.1,75.75,18.93,28.57,100,0,0,99.25,33.46,100,66.73
3285,cleaned_lyrics,1095,7.69,17.21,11.22,-5.37,33.33,29.63,100,0,7.41,10.53,31.58,0,57.89,100,75,0,100,75,50
3286,cleaned_lyrics,736,5.53,27.13,-5.36,-5.18,44.12,0,100,25,40,42.75,63.64,0,63.64,100,33.11,100,0,66.67,100
3287,cleaned_lyrics,424,-10.04,6.45,11.09,-47.65,26.96,45.22,8.7,100,0,16.11,72.48,48.32,0,100,0,0,0,49.41,100
3288,cleaned_lyrics,877,-11.04,-26.05,-19.55,12.47,0,49.09,75.32,42.4,100,100,89.38,69.44,37.39,0,33.14,0,100,0,0
3289,cleaned_lyrics,573,-27.79,-3.96,-20.91,-58.5,10.41,100,21.61,0,33.89,60.14,76.67,27.1,0,100,32.95,0,32.95,33.53,100
3290,cleaned_lyrics,698,10.19,27.94,-13.7,16.31,45.61,6.76,100,0,23.48,70.59,100,0,54.55,90.1,50,100,0,75.72,25.36
3291,cleaned_lyrics,618,-7.3,63.14,-9.04,-76,63.47,56.42,0,43.12,100,68.89,49.45,100,0,11.76,96.85,0,0,2.36,100
3292,cleaned_lyrics,372,21,9.65,24.74,28.59,25.71,39.81,100,0,85.71,12.4,100,0,63.42,12.68,0,100,50.68,0,50.68
3293,cleaned_lyrics,712,12.27,24.25,27.9,-15.34,43.05,43.05,100,44.44,0,0,6.99,15.51,64.8,100,0,0,75.09,0.35,100
3294,cleaned_lyrics,712,-39.48,-25.79,-21.79,-70.86,8.25,77.76,80,100,0,91.78,0,93.4,66.99,100,65.73,32.63,0,0,100
3295,cleaned_lyrics,665,50.21,65.32,53.12,32.2,90,100,90,0,30,0,27.27,100,54.55,72.73,0,50,100,50,100
3296,cleaned_lyrics,550,-25.19,-35.61,-36.71,-3.24,0,30.77,100,100,30.77,100,80.95,0,42.86,76.19,20,100,0,0,60
3297,cleaned_lyrics,538,33.43,74.36,54.81,-28.89,100,100,71.04,0,58.46,0,19.37,96.83,100,12.04,32.72,32.72,65.74,0,100
3298,cleaned_lyrics,645,12.04,25.87,-33.49,43.76,42.86,0,100,14.29,57.14,88.89,0,66.67,0,100,0,100,0,100,0
3299,cleaned_lyrics,0,,,,
3300,cleaned_lyrics,0,,,,
3301,cleaned_lyrics,357,33.97,45.37,38.14,18.41,58.52,0,40.66,100,50.55,0,100,19.98,96.04,13.64,0,98.61,0,100,100
3302,cleaned_lyrics,0,,,,
3303,cleaned_lyrics,0,,,,
3304,cleaned_lyrics,444,-14.46,-15.99,-17.5,-9.88,0,100,0,58.82,6.62,62.5,12.5,0,100,65.77,0,49.44,49.44,0,100
3305,cleaned_lyrics,166,,,,
3306,cleaned_lyrics,604,-4.93,-21.24,-17.44,23.87,11.24,76.33,70.41,100,0,27.55,41.33,0,0,100,0,0,0,100,25.21
3307,cleaned_lyrics,0,,,,
3308,cleaned_lyrics,0,,,,
3309,cleaned_lyrics,389,-23.84,6.99,-29.31,-49.21,36.06,100,45.2,81.73,0,100,0,66.67,77.78,81.82,100,33.33,0,0,0
3310,cleaned_lyrics,490,18.86,58.54,-32.9,30.94,90,100,90,0,80,93.75,0,68.75,37.5,100,0,100,0,0,0
3311,cleaned_lyrics,520,-2.21,-37.06,24.33,6.08,0,75,100,50,25,0,25,50,25,100,25,100,0,25,50
3312,cleaned_lyrics,662,8,-9.24,-7.4,40.65,7.89,100,0,55.69,37.12,71.87,0,87.93,100,87.93,12.41,37.22,12.5,100,0
3313,cleaned_lyrics,425,-25.86,-26.02,-6.39,-45.16,0,100,75,25,50,73.33,0,100,73.33,26.67,100,0,75,50,100
3314,cleaned_lyrics,570,7.21,-13.76,16.59,18.81,0,11.11,100,11.11,44.44,28.57,64.29,0,100,7.14,42.86,57.14,0,100,14.29
3315,cleaned_lyrics,521,14.22,-14.63,-1.19,58.47,0,1.36,100,34.24,78.08,87.82,100,68.42,63.16,0,0,0,100,66.67,0
3316,cleaned_lyrics,706,28.59,55.41,-11.29,41.63,84.24,37.5,100,62.5,0,28,29.41,0,47.06,100,66.2,66.67,66.67,100,0
3317,cleaned_lyrics,439,11.02,-25.51,-28.96,87.52,0,63.97,47.98,47.98,100,100,28.45,42.76,64.23,0,0,50,100,50,0
3318,cleaned_lyrics,784,19.38,62.14,-47.53,43.52,100,0,88.89,55.56,35.54,100,0,33.33,20,55.04,24.88,49.92,24.88,100,0
3319,cleaned_lyrics,1021,28.48,41.41,-37.87,81.9,67.6,0,100,47.37,10.53,46.42,0,0,33.33,100,0,75,75,100,75
3320,cleaned_lyrics,700,18.42,39.75,9.44,6.08,66.67,0,100,0,66.67,53.85,23.08,61.54,100,0,25,0,100,25,50
3321,cleaned_lyrics,840,-3.28,-11.54,-27.22,28.91,0,100,0,14.29,42.86,100,62.5,87.5,0,25,40,100,0,80,0
3322,cleaned_lyrics,227,,,,
3323,cleaned_lyrics,850,26.68,30.99,-18.93,67.99,42.86,0,85.71,50,100,90,15,100,25,0,0,100,71.43,14.29,0
3324,cleaned_lyrics,657,44.77,40.08,51.28,42.94,66.44,100,0,78.91,67.63,0,10.31,37.64,100,68.82,0,0,25.14,100,0.19
3325,cleaned_lyrics,684,-3.43,-24.85,37.5,-22.93,0,100,40,80,2.65,0,63.64,100,9.09,57.69,60,40,0,100,80.74
3326,cleaned_lyrics,547,14.57,-15.97,39.63,20.04,0,16.03,100,35.29,100,0,0,100,56,12,74.32,74.32,25,100,0
3327,cleaned_lyrics,661,-22.38,-17.1,-14.87,-35.18,9.77,100,66.67,22.22,0,64.54,72.22,0,72.22,100,100,79.8,0,74.48,79.8
3328,cleaned_lyrics,499,44.95,75.64,-13.65,72.86,100,0,50,50,36.2,44,52.8,44,0,100,0,100,100,50,50.51
3329,cleaned_lyrics,487,21.31,35.65,17.6,10.67,53.17,53.17,100,44.44,0,0,68.1,21.36,11.53,100,0,100,0.52,0.52,51.03
3330,cleaned_lyrics,843,-6.62,36.82,-20.79,-35.89,62.5,0,100,51.49,1.19,76.92,100,0,36.01,74.7,63.74,77.91,0,57.25,100
3331,cleaned_lyrics,0,,,,
3332,cleaned_lyrics,0,,,,
3333,cleaned_lyrics,0,,,,
3334,cleaned_lyrics,347,5.99,-26.46,0.67,43.76,0,31.36,100,36.36,4.55,46.3,100,0,27.24,0,0,98.57,0,100,0
3335,cleaned_lyrics,529,4.92,10.71,-6.48,10.55,28.08,6.51,28.08,100,0,46.67,100,0,0,1.65,0,100,0,0,50.48
3336,cleaned_lyrics,430,-2.8,8.44,-31.24,14.4,30,100,20,50,0,69.23,0,53.85,15.38,100,0,0,0,100,50
3337,cleaned_lyrics,712,12.27,24.25,27.9,-15.34,43.05,43.05,100,44.44,0,0,6.99,15.51,64.8,100,0,0,75.09,0.35,100
3338,cleaned_lyrics,1257,-15.91,-44.27,-38.38,34.92,0,36.96,56.71,100,81.45,73.76,32.26,29.17,0,100,24.62,100,0,75.68,0
3339,cleaned_lyrics,0,,,,
3340,cleaned_lyrics,949,-33.07,-22.23,-23.35,-53.63,0,100,52.94,11.76,18.33,86.36,0,36.36,100,56.61,100,0,13.33,73.33,80.92
3341,cleaned_lyrics,939,40.95,50.62,-20.59,92.83,78.57,78.57,0,100,87.32,100,83.33,100,0,85.65,0,75,100,50,0
3342,cleaned_lyrics,642,15.59,23.13,8.73,14.91,56.9,76.74,100,100,0,30.23,8.18,100,11.11,0,24.81,49.61,0,100,50
3343,cleaned_lyrics,854,-14.49,4.63,-3.55,-44.55,35.43,63.1,81.55,100,0,63.64,0,100,72.73,56.63,100,50,0,0,0.88
3344,cleaned_lyrics,1047,-15.28,-20.83,-0.12,-24.88,0,100,76.04,0.68,34.17,66.3,100,0,97.36,63.5,98.58,0,100,100,100
3345,cleaned_lyrics,955,29.05,21.67,25.57,39.91,35.29,100,23.53,0,76.47,23.08,0,61.54,100,23.08,0,0,33.33,100,33.33
3346,cleaned_lyrics,742,-29.29,7.07,-19.37,-75.58,21.92,0,100,33.8,55.87,68.64,100,23.68,0,78.92,98.01,0,1.32,1.32,100
3347,cleaned_lyrics,698,10.19,27.94,-13.7,16.31,45.61,6.76,100,0,23.48,70.59,100,0,54.55,90.1,50,100,0,75.72,25.36
3348,cleaned_lyrics,934,3.56,27.77,6.48,-23.57,44.44,33.33,100,0,17.56,50,91.67,0,100,80.73,66.67,100,33.33,0,67.2
3349,cleaned_lyrics,704,42.42,66.71,-12.22,72.75,100,55.56,100,0,13.65,72.22,61.11,0,100,73.77,0,100,100,50,50.71
3350,cleaned_lyrics,724,2.9,39.73,-8.74,-22.3,65.23,48.92,97.85,0,100,65.07,74.37,0,92.96,100,66.67,33.33,0,100,67.59
3351,cleaned_lyrics,976,20.93,17,39.41,6.38,32.48,25,100,0,25,0,75.61,18.71,100,26.84,79.18,100,0,60,0
3352,cleaned_lyrics,1049,18.03,40.48,1.92,11.7,58.33,100,0,41.67,26.08,54.17,0,100,75,68.34,66.67,0,100,100,34.45
3353,cleaned_lyrics,842,41.41,83.74,18.41,22.08,100,24.17,50.85,0,25.43,0,0,23.75,45.54,100,33.2,100,84,0,50.4
3354,cleaned_lyrics,724,-23.62,-0.09,-28.84,-41.92,25,0,100,100,14.32,80,100,0,0,43.82,56.64,70.8,0,42.48,100
3355,cleaned_lyrics,928,14.15,35.32,21.49,-14.35,28.55,18.6,8.66,0,100,51.46,100,47.42,73.2,0,100,100,79.98,0,40.26
3356,cleaned_lyrics,877,48.34,-0.8,63.08,82.75,32.34,90.34,100,66.67,0,0,67.48,54.76,100,39.67,0,32.89,100,66.92,0.75
3357,cleaned_lyrics,899,-19.72,-31.48,3.54,-31.22,0,100,57.69,69.23,58.21,37.5,31.25,0,100,52.79,100,19.55,39.66,19.55,0
3358,cleaned_lyrics,629,32.34,53.47,1.48,42.07,71.43,14.29,0,100,59.66,36.84,21.05,100,0,48.55,0,66.67,100,0,33.6
3359,cleaned_lyrics,932,26.95,57.68,12.82,10.34,59.43,59.43,0,50,100,17.11,7.17,0,100,30,49.93,100,0,50.34,25.17
3360,cleaned_lyrics,740,-39.31,-31.12,-13.8,-72.99,0,100,80,40,0,33.33,25,0,58.33,100,100,33.33,0,0,100
3361,cleaned_lyrics,624,22.48,18.23,6.9,42.29,36.54,97.45,60.9,0,100,74.57,100,66.1,57.62,0,0,0,100,40,20.32
3362,cleaned_lyrics,772,12.69,-10,-28.15,76.24,16.83,52.96,100,36.36,0,100,84,0,69.8,69.8,0,100,67.53,33.98,0.43
3363,cleaned_lyrics,727,27.55,-21.04,41.81,61.88,0,0,100,58.57,66.86,0,40.31,100,15.14,11.45,0,0,100,100,0
3364,cleaned_lyrics,666,-8.28,23.18,4.23,-52.24,40.09,0,100,71.43,100,61.53,100,27.27,54.55,0,100,25.19,25.19,0,25.19
3365,cleaned_lyrics,687,-37.15,-18.51,-48.97,-43.96,0,48.7,100,18.25,83.65,100,15.08,0,38.02,19.01,97.83,73.01,0,75,100
3366,cleaned_lyrics,650,-41.39,-40.09,-47.23,-36.84,0,40,100,100,40,100,68.75,18.75,0,50,0,0,33.33,0,100
3367,cleaned_lyrics,678,-25.32,2.07,-24.25,-53.77,24.76,80.47,0,100,25.17,100,35.82,100,0,0,100,0,0,0.74,0.74
3368,cleaned_lyrics,0,,,,
3369,cleaned_lyrics,837,-4.33,-26.7,42.54,-28.83,0,100,68.2,23.49,23.49,0,69.7,67.28,34.56,100,99.05,0,100,20.28,60.14
3370,cleaned_lyrics,680,20.78,27.97,65.91,-31.53,46.15,61.54,100,0,38.46,0,50,100,50,33.33,0,25,25,0,100
3371,cleaned_lyrics,645,-1.66,21.55,-9.99,-16.54,37.5,25,100,0,43.75,71.43,80.95,0,95.24,100,50,0,0,100,50
3372,cleaned_lyrics,576,-2.34,-37.38,-19.24,49.59,0,41.81,100,61.2,61.2,94.54,16.67,100,33.33,0,24.35,25,50,100,0
3373,cleaned_lyrics,396,-20.82,-30.37,22.54,-54.64,0,100,51.07,100,75.54,14.75,100,40,0,40,32.5,0,33.33,0,100
3374,cleaned_lyrics,949,-6.58,-29.2,-43.5,52.96,0,81.82,45.45,100,37.61,100,54.17,0,45.83,56.26,66.67,66.67,100,100,0
3375,cleaned_lyrics,1072,36.87,-6.97,41.34,76.25,15.47,48.64,100,16.67,0,0,47.21,39.63,43.94,100,0,99.07,100,100,100
3376,cleaned_lyrics,637,20.51,3.01,27.37,31.14,21.69,0,56.28,100,23.48,0,45.43,34.59,28.05,100,0,100,0.52,0.52,0.52
3377,cleaned_lyrics,779,-12.51,-19.77,-15.37,-2.37,0,100,40,20,47.7,87.5,0,62.5,100,26.45,40,100,40,0,60.9
3378,cleaned_lyrics,0,,,,
3379,cleaned_lyrics,680,-5.88,-9.18,-27.21,18.75,3.23,0,100,9.68,29.03,100,88.46,0,69.23,73.08,22.22,11.11,100,0,11.11
3380,cleaned_lyrics,696,31.83,61.92,28.62,4.94,100,0,68.25,85.31,25.59,0,100,10.8,30.62,45.49,49.64,100,0,0,0
3381,cleaned_lyrics,658,38.63,20.88,41.41,53.59,28.17,0,70.43,14.84,100,0,5.73,38.17,100,28.85,0,50,100,0,0
3382,cleaned_lyrics,750,17.08,13.8,16.61,20.84,30,100,20,20,0,44.44,33.33,100,44.44,0,0,0,100,0,25
3383,cleaned_lyrics,662,8,-9.24,-7.4,40.65,7.89,100,0,55.69,37.12,71.87,0,87.93,100,87.93,12.41,37.22,12.5,100,0
3384,cleaned_lyrics,755,-13.41,-18.79,-7.49,-13.95,16.67,66.67,100,83.33,0,73.33,100,0,86.67,86.67,33.33,33.33,100,0,100
3385,cleaned_lyrics,644,31.64,56.52,7.45,30.94,100,0,100,21.43,80.86,38.46,100,0,38.46,9.19,0,0,0,100,0
3386,cleaned_lyrics,842,33.96,49.74,59,-6.85,40.55,35.32,0,36.84,100,4.15,100,78.89,52.59,0,0,99.41,0,0,100
3387,cleaned_lyrics,621,-26.48,-7.71,-32.05,-39.68,15.33,100,10.53,89.47,0,100,10.55,82.32,0,90.76,85.03,28.57,85.71,0,100
3388,cleaned_lyrics,0,,,,
3389,cleaned_lyrics,0,,,,
3390,cleaned_lyrics,753,-21.14,-35.64,1.19,-28.98,0,100,100,71.08,1.38,38.22,0,76.43,61.53,100,100,0,100,33.56,67.11
3391,cleaned_lyrics,387,-15.25,-30.35,38.92,-54.32,0,87.13,55.87,100,22.77,15.94,100,45.41,34.06,0,100,0,0.65,51.3,51.3
3392,cleaned_lyrics,0,,,,
3393,cleaned_lyrics,709,21.32,-23.38,38.14,49.2,0,100,43.75,43.75,69.46,0,38.1,100,9.52,10.4,0,0,100,66.67,33.57
3394,cleaned_lyrics,603,-5.05,-17.57,-28.54,30.94,0,93.58,5.5,100,5.64,100,3.04,95.38,0,97.77,0,100,0,0,0
3395,cleaned_lyrics,975,56.36,62.46,37.56,69.08,100,100,0,83.33,83.33,0,25,100,17.31,3.85,0,66.67,100,33.33,33.33
3396,cleaned_lyrics,581,22.01,71.94,42.04,-47.94,72.76,37.5,0,12.5,100,12.15,35.71,100,35.71,0,76.54,0,66.67,22.22,100
3397,cleaned_lyrics,512,3.34,-20.9,13.3,17.63,0,100,52.61,2.12,2.12,42.07,93.94,0,100,19.05,49.51,49.51,0,100,0
3398,cleaned_lyrics,566,-22.29,-16.13,18.59,-69.35,0,62.75,100,0.65,75.16,31.14,100,25,25,0,65.79,33.33,0,33.33,100
3399,cleaned_lyrics,568,-45.92,-40.38,-47.41,-49.96,0,100,85.71,88.12,88.12,100,18.18,0,39.26,11.75,100,22.22,44.44,0,44.84
3400,cleaned_lyrics,306,-17.62,58.79,-35.75,-75.9,96.77,0,40,100,20,100,88.57,0,35.43,70.86,98.39,0,0,0,100
3401,cleaned_lyrics,494,15.17,-12.27,26.84,30.94,5.26,100,0,63.16,0.21,15.38,0,38.46,100,40.03,0,100,0,0,0
3402,cleaned_lyrics,842,33.96,49.74,59,-6.85,40.55,35.32,0,36.84,100,4.15,100,78.89,52.59,0,0,99.41,0,0,100
3403,cleaned_lyrics,655,42.72,55.8,34.18,38.17,93.33,0,86.67,13.33,100,0,100,11.11,66.67,0,33.33,33.33,33.33,100,0
3404,cleaned_lyrics,493,-5.6,-8.89,14.87,-22.77,11.98,100,85.33,0,59.28,0,60.2,0,27.03,100,100,100,0,0,0
3405,cleaned_lyrics,330,49.71,61.83,76,11.3,100,40,100,0,60,0,20,60,100,100,33.33,33.33,0,100,33.33
3406,cleaned_lyrics,0,,,,
3407,cleaned_lyrics,516,23.9,-6.64,24.75,53.59,5.35,56.25,68.75,0,100,55.29,68.75,75,100,0,0,50,100,0,0
3408,cleaned_lyrics,540,67.69,16.57,93.68,92.83,31.82,0,100,9.09,13.64,0,64.29,78.57,100,85.71,0,100,100,100,0
3409,cleaned_lyrics,0,,,,
3410,cleaned_lyrics,0,,,,
3411,cleaned_lyrics,527,65.18,86.96,71.83,36.77,100,53.07,47.38,0,54.15,0,65.59,100,100,17.23,24.71,0,100,50.12,0.24
3412,cleaned_lyrics,682,-0.41,-20.56,-30.33,49.66,0,0,100,50.54,13.45,32.99,13.14,0,0,100,49.64,49.64,100,50,0
3413,cleaned_lyrics,883,-3.85,-2.68,-11.53,2.65,12.59,55.21,97.82,0,100,91.49,73.94,3.76,100,0,76.96,32.77,10.67,100,0
3414,cleaned_lyrics,0,,,,
3415,cleaned_lyrics,0,,,,
3416,cleaned_lyrics,0,,,,
3417,cleaned_lyrics,0,,,,
3418,cleaned_lyrics,769,16.98,66.5,-3.83,-11.73,100,30,90,0,30.65,46.67,100,0,26.67,55.38,40,40,0,100,80.52
3419,cleaned_lyrics,636,63.54,43.78,63.08,83.77,63.11,100,0,50,42.86,0,38.61,100,69.3,7.91,0,66.84,66.84,100,33.68
3420,cleaned_lyrics,439,30.07,-14.27,11.89,92.6,0,23.08,0,100,8.66,40,80,0,100,45.75,0,100,100,100,50.57
3421,cleaned_lyrics,637,27.15,40.22,43.91,-2.68,71.48,96.29,100,0,100,0,100,61.53,32.73,75.93,32.99,0,100,33.51,66.75
3422,cleaned_lyrics,0,,,,
3423,cleaned_lyrics,0,,,,
3424,cleaned_lyrics,665,44.45,57.16,0,76.18,100,80,100,100,0,33.33,100,0,0,33.33,50,100,100,100,0
3425,cleaned_lyrics,0,,,,
3426,cleaned_lyrics,605,29.69,56.06,-22.49,55.51,88.89,22.22,0,100,22.22,55.56,77.78,0,0,100,0,100,100,66.67,100
3427,cleaned_lyrics,441,13.61,38.64,-6.24,8.43,58.43,53.33,0,100,53.33,60.67,47.62,100,0,38.1,0,0,100,50,100
3428,cleaned_lyrics,0,,,,
3429,cleaned_lyrics,465,45.82,59.28,42.51,35.67,100,0,100,58.33,83.33,0,100,28.57,71.43,21.43,0,66.67,0,100,33.33
3430,cleaned_lyrics,266,35.01,33.31,40.77,30.94,48.15,100,33.33,0,83.33,0,19,28,100,28,0,0,100,0,0
3431,cleaned_lyrics,258,-21.55,-19.57,8.63,-53.71,0,82.93,13.82,100,15.45,26.24,5.22,5.22,100,0,100,0,0,0,0
3432,cleaned_lyrics,366,-4.42,-16.45,-28.13,31.3,0,100,0.38,71.54,28.85,100,0,96.91,6.92,83.07,0,0.67,0.67,100,0.67
3433,cleaned_lyrics,0,,,,
3434,cleaned_lyrics,249,,,,
3435,cleaned_lyrics,561,40.08,90.36,-3.31,33.2,100,0,0,0,25.98,64.6,75,100,0,50,0,1.31,100,100,100
3436,cleaned_lyrics,631,-0.04,13.26,31.64,-45.02,32.55,66.67,0,100,66.67,0,100,0.78,100,50.39,100,50.6,50.6,0,50.6
3437,cleaned_lyrics,232,,,,
3438,cleaned_lyrics,728,9.9,38.35,13.33,-21.97,59.1,59.1,100,0,61.78,36.04,87.54,0,100,84.45,63.64,100,0,45.83,82.45
3439,cleaned_lyrics,320,-14.23,5.5,-25.47,-22.73,25,100,0,75,100,60,20,0,80,100,66.67,100,0,66.67,100
3440,cleaned_lyrics,239,,,,
3441,cleaned_lyrics,417,74.75,90.22,93.5,40.53,100,39.78,40.63,0,40.63,0,64.29,80.48,93.49,100,0,100,51.2,51.2,76.51
3442,cleaned_lyrics,409,30.44,37.84,28.44,25.05,35.25,49.35,0,28.2,100,34,28,100,64,0,40,20,100,20,0
3443,cleaned_lyrics,300,49.69,79.29,30.66,39.12,100,50,0,50,0,0,100,0,100,0,100,100,100,100,0
3444,cleaned_lyrics,350,5.89,31.9,-16.88,2.65,50,0,100,33.33,50,88.89,100,0,77.78,77.78,80,100,0,100,40
3445,cleaned_lyrics,353,21.14,-16.58,4.03,75.98,0,93.33,0,100,5.33,75.49,36.06,85.35,100,0,0,100,100,69.05,69.05
3446,cleaned_lyrics,361,-24.28,-30.71,-40.64,-1.47,0,87.56,100,37.82,62.69,100,0,10.53,63.2,31.6,48.97,100,0,75,75
3447,cleaned_lyrics,295,10.34,28.85,12.91,-10.73,40,100,20,0,40,50,25,62.5,100,0,100,100,100,0,50
3448,cleaned_lyrics,366,16.46,-21.61,1.87,69.12,0,100,25.75,75.25,1,6.61,44.44,0,11.11,100,0,50,100,50,50
3449,cleaned_lyrics,474,18.5,12.15,1.91,41.46,40,100,0,100,41.91,62.5,87.5,0,100,29.79,24.4,100,24.4,24.4,0
3450,cleaned_lyrics,335,55.25,70.49,41.74,53.51,100,0,66.67,16.67,16.67,33.33,50,100,100,0,0,100,33.33,66.67,33.33
3451,cleaned_lyrics,458,-24.28,-27.5,0.12,-45.47,0,100,50,52.01,52.01,43.18,0,32.38,100,50.89,100,0,60,20.44,60.88
3452,cleaned_lyrics,472,-21.59,-29.03,-42.47,6.74,0,97.07,50.95,100,34.6,100,28.41,42.56,21.28,0,78.95,19.58,100,40,0
3453,cleaned_lyrics,347,53.5,70.91,47.73,41.86,100,35.86,55.78,74.37,0,35.71,73.63,100,76.92,0,0,100,0.72,51.45,0.72
3454,cleaned_lyrics,355,-3.1,-16.18,25.88,-18.99,16.67,50,100,83.33,0,0,7.69,100,7.69,15.38,100,0,75,25,0
3455,cleaned_lyrics,303,18.6,12.49,20.52,22.81,27.88,100,42.31,0,73.32,0,0,100,6.94,40.83,49.15,49.15,100,0,0
3456,cleaned_lyrics,341,-0.82,-1.83,-16.87,16.23,12.22,0,100,14.29,14.29,97.28,93.75,0,100,81.25,49.28,75,0,100,25
3457,cleaned_lyrics,399,-5.53,38.45,-30.48,-24.56,59.28,38.92,100,59.28,0,100,35.71,85.71,0,31.1,100,25,37.5,37.5,0
3458,cleaned_lyrics,366,38.91,77.03,21.04,18.65,100,40.72,71.25,50.89,0,56.35,60,100,60,0,100,76.03,76.03,76.03,0
3459,cleaned_lyrics,969,10.95,15.86,-42.01,59.01,49.48,100,49.48,100,0,100,0,40,40,40.41,33.33,33.33,100,66.67,0
3460,cleaned_lyrics,772,29.42,72.11,37.56,-21.41,100,100,0,0,76.48,0,100,19.64,61.58,2.87,100,37.45,37.77,37.77,0
3461,cleaned_lyrics,530,62.1,75.86,56.85,53.59,100,7.69,0,76.92,84.62,0,100,76.92,38.46,0,0,50,100,0,0
3462,cleaned_lyrics,509,4.8,21.01,-1.99,-4.62,33.33,33.33,0,100,67.33,33.33,0,100,0,67.33,0,39.61,19.8,59.41,100
3463,cleaned_lyrics,675,-20.63,5.24,-3.24,-63.89,33.33,100,0,100,0,60,0,80,100,100,66.67,0,33.33,33.33,100
3464,cleaned_lyrics,386,-0.5,-15.22,7.42,6.31,0,50.63,1.27,75.32,100,45.41,0,57.89,100,15.79,98.72,0,100,100,0
3465,cleaned_lyrics,369,39.05,74.29,15.6,27.27,100,0,57.14,28.57,58.32,50,100,100,0,9.93,100,66.51,100,100,0
3466,cleaned_lyrics,434,-3.47,-2.47,-11.19,3.26,15.38,100,0,46.15,15.92,70.65,0,83.5,89.92,100,50,0,0,100,1.16
3467,cleaned_lyrics,627,45.91,80.16,50.52,7.04,100,58.88,62.17,0,62.17,0,61.6,32.73,100,48.25,33.04,100,78.75,0,78.75
3468,cleaned_lyrics,544,25.86,37.31,9.39,30.87,49.04,85.81,12.26,0,100,21.43,0,100,14.29,45.44,0,0,100,0,0.19
3469,cleaned_lyrics,696,-1.59,22.51,-4.16,-23.11,45.33,100,69.23,53.85,0,25.6,0,66.67,16.67,100,73.04,0,100,75,100
3470,cleaned_lyrics,531,44.7,64.88,-3.02,72.24,71.73,100,25,0,0,69.63,37.5,100,37.5,0,0,83.41,83.41,100,100
3471,cleaned_lyrics,339,-43.89,-30.47,-46.91,-54.29,0,71.43,100,35.71,58,100,9.09,0,50,38.33,100,0,0,0,1.49
3472,cleaned_lyrics,422,-10.57,10.14,-30.26,-11.6,22.94,100,0,0,0,78.32,64.2,42.86,0,100,100,100,0,34,0
3473,cleaned_lyrics,400,-14.2,-23.05,-9.18,-10.36,0,100,28.57,71.43,28.57,87.5,62.5,25,100,0,100,0,66.67,66.67,0
3474,cleaned_lyrics,545,21.49,18.18,-12.55,58.84,33.33,0,100,0,66.67,66.67,0,33.33,100,33.33,0,75,100,50,75
