Row ID,Column,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
749,cleaned_lyrics,428,3.74,44.11,-19.53,-13.36,73.93,100,100,0,79.14,94.75,40.61,0,100,4.14,0,32.57,0,67.05,100
750,cleaned_lyrics,337,52.57,70.95,34.08,52.69,100,100,69.74,69.74,0,0,46.29,53.02,29.53,100,48.46,100,52.31,52.31,0
751,cleaned_lyrics,407,28.24,16.36,25.56,42.79,30.77,100,35.04,0,0,14.33,39.02,100,0,0,24.06,100,25.63,25.63,0
752,cleaned_lyrics,295,-11.65,4.71,-31.22,-8.43,25,100,75,0,50,100,0,33.33,100,88.89,100,50,50,50,0
753,cleaned_lyrics,239,,,,
754,cleaned_lyrics,316,17.43,28.49,28.7,-4.9,47.27,0,100,0,50,5.16,100,0,80,10,65.36,0,100,16.67,16.67
755,cleaned_lyrics,343,,90.96,88.65,,100,0,0,0,0,0,48.83,97.67,100,62.84,50,50,50,50,50
756,cleaned_lyrics,314,-11.15,-22.25,8.72,-19.93,0,100,25,75,53.63,56.79,13.59,100,78.4,0,100,20,80,0,0.32
757,cleaned_lyrics,291,41.84,56.32,46.6,22.6,95.76,0,100,25,25,0,77.39,32.18,100,32.18,97.46,100,50,100,0
758,cleaned_lyrics,263,0.22,41.96,-30.05,-11.23,63.41,63.41,0,100,67.68,100,23.75,84.75,0,0,100,100,100,0,51.46
759,cleaned_lyrics,352,9.07,14.96,18.91,-6.66,46.48,95.77,0,100,0,7.69,100,0,15.6,31.21,98.25,0,100,75.09,25.26
760,cleaned_lyrics,333,23.12,10.7,51.33,7.35,39.29,98.21,0,100,20.24,0,53.66,35.77,63.69,100,97.51,64.68,31.84,100,0
761,cleaned_lyrics,539,20.66,84.84,3.65,-26.5,100,83.33,66.67,0,0.47,40,40,0,100,57.26,100,90.91,18.18,0,9.18
762,cleaned_lyrics,369,-17.28,0,-19.22,-32.63,19,39.25,8.88,100,0,89.47,63.16,100,0,97.33,100,16.67,50,0,0
763,cleaned_lyrics,356,20.16,43.61,-29.5,46.38,54.01,100,55.56,0,0,100,0,71.92,63.93,63.93,0,50.68,50.68,100,100
764,cleaned_lyrics,404,58.42,91.61,64.32,19.34,100,50,50,0,1.25,0,91.95,61.3,91.95,100,50,100,0,50,0.63
765,cleaned_lyrics,334,-16.92,-13,-54.33,16.58,0,100,25,0,53.41,100,0,16.67,0,7.58,62.5,12.5,50,100,0
766,cleaned_lyrics,474,41.69,34.28,75.29,15.51,55.34,100,88.84,44.18,0,0,41.5,51.88,72.63,100,0,0,100,33.33,70.21
767,cleaned_lyrics,404,30.26,76.92,12.09,1.78,100,18.78,59.39,39.09,0,28.57,100,0,57.14,80,66.67,66.67,0,100,35.42
768,cleaned_lyrics,337,-20.65,8.2,-21,-49.14,26.68,26.68,14.29,100,0,95.45,68.58,100,0,72.73,100,0,50.75,0,50.75
769,cleaned_lyrics,362,25.05,73.09,16.91,-14.84,100,71.26,72.85,72.85,0,55.34,45.48,70,100,0,100,37.5,25.35,63.37,0
770,cleaned_lyrics,400,-9.31,-40.45,45.71,-33.19,0,40,100,80,100,0,100,50,50,83.33,40,40,0,80,100
771,cleaned_lyrics,343,27.96,13.8,39.79,30.3,39.31,78.61,0,100,20.23,13.18,0,79.07,100,46.51,48.55,23.91,48.55,100,0
772,cleaned_lyrics,256,15.86,84.49,-26.14,-10.78,100,68.87,68.87,0,0,34.13,0,0,50,100,100,82.21,61.66,0,0
773,cleaned_lyrics,329,-23.13,7.01,-26.93,-49.48,27.46,41.96,12.95,100,0,100,71.43,85.71,0,63.52,100,0,50,0,50.77
774,cleaned_lyrics,0,,,,
775,cleaned_lyrics,279,64.65,77.72,91.91,24.31,100,38.46,69.23,0,39.3,0,60,90,100,64.18,0,100,0,50,52.73
776,cleaned_lyrics,323,6.1,-17.32,8.92,26.7,0,60,100,1.88,62.81,40,100,0,51.56,10.94,24.15,0,24.15,100,1.89
777,cleaned_lyrics,236,,,,
778,cleaned_lyrics,197,,,,
779,cleaned_lyrics,387,-37.89,-36.33,-42.31,-35.03,0,68.14,50.7,90.14,100,100,17.32,52.35,0,0,100,60,20.26,0,0
780,cleaned_lyrics,346,68.38,96.18,26.03,82.94,100,41.06,20.53,20.53,0,0,73.43,20.3,33.59,100,31.43,66.67,100,66.67,0
781,cleaned_lyrics,350,65.44,74.38,81.49,40.45,100,50,83.33,0,0,0,71.43,71.43,85.71,100,50,50,50,100,0
782,cleaned_lyrics,341,-10.5,-15.31,-22.68,6.5,0,100,75.62,2.47,100,100,0,73.02,91.27,54.76,98.26,0,100,100,0
783,cleaned_lyrics,472,10.9,19.95,4.54,8.21,32.68,0,55.97,100,55.97,12.11,86.32,0,0,100,31.64,100,0,69.09,69.09
784,cleaned_lyrics,349,-15.08,-43.28,-54.85,52.88,0,83.32,75.74,98.46,100,100,23.81,19.05,0,6.56,0,75,100,25,51.09
785,cleaned_lyrics,0,,,,
786,cleaned_lyrics,211,,,,
787,cleaned_lyrics,496,65.66,79.17,71.44,46.38,98.4,100,80,30,0,0,28.02,53.73,69.15,100,70.29,100,71.43,57.14,0
788,cleaned_lyrics,266,27.68,56.78,0.29,25.97,81.48,33.33,0,100,50,58.59,100,72.73,0,45.45,15.74,66.67,100,0,50
789,cleaned_lyrics,311,42.83,52.61,55.18,20.69,76.01,44.44,100,0,22.22,0,43.41,100,43.41,62.28,0,67.02,34.03,67.02,100
790,cleaned_lyrics,464,-0.98,-20.33,14.02,3.37,0,50,100,12.5,51.9,36.84,84.21,0,100,49.6,57.14,28.57,100,0,14.75
791,cleaned_lyrics,276,5.64,-15.58,41.62,-9.11,0,83.38,0.3,83.38,100,0,63.4,26.8,100,8.5,64.29,66.67,0,100,66.67
792,cleaned_lyrics,336,-39.08,-36.75,-31.53,-48.95,0,100,75.54,75.54,51.08,100,34.46,80.41,0,5.74,100,34.34,0,0,0
793,cleaned_lyrics,208,,,,
794,cleaned_lyrics,293,-29.26,-24.51,-38.08,-25.18,0,24.17,24.17,100,100,100,78.91,47.27,0,10.73,95.87,95.87,0,100,100
795,cleaned_lyrics,284,45.56,71.12,71.21,-5.65,100,22.58,74.19,48.39,0,0,75,58.33,100,96.43,100,0,100,50,0.45
796,cleaned_lyrics,689,30.62,77.34,37.01,-22.48,90,100,60,0,10.36,0,11.76,26.47,100,22.03,11.88,35.64,51.47,0,100
797,cleaned_lyrics,331,10.8,35.76,4.67,-8.04,57.91,100,80,60,0,97.37,100,88.24,94.12,0,100,76.14,38.07,38.07,0
798,cleaned_lyrics,427,-0.07,52.53,8.14,-60.87,81.98,16.09,100,33.33,0,20.25,53.2,0,58.33,100,100,19.81,0,20.28,40.57
799,cleaned_lyrics,40,,,,
800,cleaned_lyrics,298,50.96,82.88,60.91,9.09,100,0,33.33,17.8,34.75,0,100,60,91.86,91.86,100,75,50,76.27,0
801,cleaned_lyrics,360,-1.07,62.82,-0.2,-65.81,100,83.33,83.33,91.67,0,66.67,0,100,83.33,16.67,22.22,0,11.11,11.11,100
802,cleaned_lyrics,268,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
803,cleaned_lyrics,220,,,,
804,cleaned_lyrics,302,48.94,38.8,36.17,71.84,62.59,8.94,100,45.45,0,0,79.47,32.67,46.14,100,48.77,73.36,100,75,0
805,cleaned_lyrics,417,14.22,48.18,-9.93,4.4,73.21,23.81,100,0,25,67.13,0,100,56.76,75.29,0,0,100,0,66.67
806,cleaned_lyrics,14,,,,
807,cleaned_lyrics,405,25.55,58.73,12.15,5.78,76.92,0,7.69,100,76.92,53.85,92.31,100,0,0,100,100,0,100,0
808,cleaned_lyrics,111,,,,
809,cleaned_lyrics,238,,,,
810,cleaned_lyrics,0,,,,
811,cleaned_lyrics,0,,,,
812,cleaned_lyrics,209,,,,
813,cleaned_lyrics,506,17.37,89.87,-14.62,-23.14,100,84.86,50.92,0,0,100,84.5,90.53,36.21,0,82.52,50,0,100,66.67
814,cleaned_lyrics,262,20.52,68.17,43.36,-49.95,95.12,0,67.68,67.68,100,0,100,61.06,10.1,10.1,96.89,0,67.08,34.16,100
815,cleaned_lyrics,355,38.04,81.26,25.48,7.39,100,33.33,50,50,0,0,50,50,16.67,100,100,33.33,100,66.67,0
816,cleaned_lyrics,278,40.71,70.93,-22.53,73.73,100,100,100,52.83,0,86.39,28.8,0,100,41.36,0,20,100,81.82,20.73
817,cleaned_lyrics,392,6.07,10.48,-26.15,33.87,24,0,100,2.77,27.08,100,45.64,96.34,0,34.41,18.99,97.97,0,100,20
818,cleaned_lyrics,290,17.16,69.21,6.66,-24.4,100,0,66.67,0,0,50,100,0,100,100,100,0,75,0,0
819,cleaned_lyrics,202,,,,
820,cleaned_lyrics,349,3.47,8.23,7.11,-4.92,28.57,71.43,0,100,60.04,27.27,18.18,100,0,40.84,48.25,96.5,0,96.5,100
821,cleaned_lyrics,224,,,,
822,cleaned_lyrics,340,10.49,45.96,11.87,-26.35,66.67,44.44,100,0,33.33,33.33,66.67,0,100,85.71,100,0,83.33,0,16.67
823,cleaned_lyrics,281,,-23.33,-42.15,,0,100,100,0,0,100,40.86,0,40.86,0,50,50,50,50,50
824,cleaned_lyrics,331,34.67,68.22,51.45,-15.65,100,20.55,82.21,0,20.55,0,100,55.78,55.78,77.89,98.51,0,100,0,0
825,cleaned_lyrics,287,-13.77,-27.99,-9.77,-3.55,0,63.33,51.67,51.67,100,85.25,85.25,0,100,33.33,65.52,0,100,0,0
826,cleaned_lyrics,0,,,,
827,cleaned_lyrics,378,-1.26,39.76,-41.57,-1.97,56.65,56.65,100,14.64,0,100,25,0,68.83,68.83,100,32.13,100,34.39,0
828,cleaned_lyrics,0,,,,
829,cleaned_lyrics,404,-9.38,65.84,-39.33,-54.66,100,0,75,0,2.81,100,0,54.55,18.18,12.95,100,50,0,0,25.94
830,cleaned_lyrics,0,,,,
831,cleaned_lyrics,259,26.09,82.7,10.36,-14.78,100,0,33.33,0,3.92,25,25,0,100,63.73,100,100,0,100,67.97
832,cleaned_lyrics,260,-5.91,-10.83,-15.26,8.35,0,100,16.67,0,66.67,100,30,70,90,0,20,60,0,100,80
833,cleaned_lyrics,0,,,,
834,cleaned_lyrics,205,,,,
835,cleaned_lyrics,0,,,,
836,cleaned_lyrics,0,,,,
837,cleaned_lyrics,0,,,,
838,cleaned_lyrics,0,,,,
839,cleaned_lyrics,0,,,,
840,cleaned_lyrics,0,,,,
841,cleaned_lyrics,0,,,,
842,cleaned_lyrics,0,,,,
843,cleaned_lyrics,0,,,,
844,cleaned_lyrics,0,,,,
845,cleaned_lyrics,0,,,,
846,cleaned_lyrics,189,,,,
847,cleaned_lyrics,0,,,,
848,cleaned_lyrics,0,,,,
849,cleaned_lyrics,0,,,,
850,cleaned_lyrics,0,,,,
851,cleaned_lyrics,0,,,,
852,cleaned_lyrics,0,,,,
853,cleaned_lyrics,0,,,,
854,cleaned_lyrics,0,,,,
855,cleaned_lyrics,0,,,,
856,cleaned_lyrics,0,,,,
857,cleaned_lyrics,0,,,,
858,cleaned_lyrics,0,,,,
859,cleaned_lyrics,0,,,,
860,cleaned_lyrics,0,,,,
861,cleaned_lyrics,0,,,,
862,cleaned_lyrics,0,,,,
863,cleaned_lyrics,0,,,,
864,cleaned_lyrics,0,,,,
865,cleaned_lyrics,0,,,,
866,cleaned_lyrics,0,,,,
867,cleaned_lyrics,0,,,,
868,cleaned_lyrics,0,,,,
869,cleaned_lyrics,0,,,,
870,cleaned_lyrics,0,,,,
871,cleaned_lyrics,0,,,,
872,cleaned_lyrics,0,,,,
873,cleaned_lyrics,0,,,,
874,cleaned_lyrics,0,,,,
875,cleaned_lyrics,0,,,,
876,cleaned_lyrics,0,,,,
877,cleaned_lyrics,0,,,,
878,cleaned_lyrics,0,,,,
879,cleaned_lyrics,0,,,,
880,cleaned_lyrics,0,,,,
881,cleaned_lyrics,628,-18.58,-26.13,-24.01,-5.61,0,72.35,55.91,46.96,100,100,36.74,57.82,66.43,0,99.21,24.8,24.8,100,0
882,cleaned_lyrics,0,,,,
883,cleaned_lyrics,0,,,,
884,cleaned_lyrics,0,,,,
885,cleaned_lyrics,0,,,,
886,cleaned_lyrics,0,,,,
887,cleaned_lyrics,0,,,,
888,cleaned_lyrics,0,,,,
889,cleaned_lyrics,0,,,,
890,cleaned_lyrics,0,,,,
891,cleaned_lyrics,0,,,,
892,cleaned_lyrics,0,,,,
893,cleaned_lyrics,0,,,,
894,cleaned_lyrics,0,,,,
895,cleaned_lyrics,0,,,,
896,cleaned_lyrics,0,,,,
897,cleaned_lyrics,0,,,,
898,cleaned_lyrics,552,59.31,82.27,70.33,25.33,100,85.53,29.21,43.82,0,0,39.04,100,100,31.06,0,66.07,100,0,66.67
899,cleaned_lyrics,600,41.46,90.43,53.68,-19.72,100,33.33,40,26.67,0,0,66.67,51.85,55.56,100,100,0,66.67,33.33,0
900,cleaned_lyrics,214,,,,
901,cleaned_lyrics,372,-20.18,2.03,-46.05,-16.52,23.67,73,0,100,25,100,36.3,43.04,0,53.8,100,40,20.27,60.81,0
902,cleaned_lyrics,261,6.41,29.11,10.25,-20.13,46.7,0,100,50,50,43.08,100,0,100,100,65.41,66.67,100,0,100
903,cleaned_lyrics,388,21.11,55.09,19.8,-11.56,71.08,23.69,0,100,76,18.83,42.02,100,0,35.24,0,0,0,100,100
904,cleaned_lyrics,534,29.5,71.42,19.39,-2.31,100,0,64.71,23.53,17.98,33.58,100,20.3,46.87,0,16.46,82.3,0,65.84,100
905,cleaned_lyrics,307,10.96,56.55,-14.92,-8.74,83.64,41.47,100,0,0,91.13,91.13,0,100,83.33,78.71,59.03,100,0,40
906,cleaned_lyrics,492,59.41,70.97,55.14,52.11,100,56.25,88.39,0,44.2,0,70.03,38.69,100,62.27,48.69,100,51.83,51.83,0
907,cleaned_lyrics,621,-7.97,-33.16,22.83,-13.56,0,21.88,100,80.47,100,22,100,16.67,33.33,0,74.2,100,25,0,25
908,cleaned_lyrics,537,38.1,25.19,30.77,58.33,38.15,100,41.62,0,0,6.74,100,42.79,0,17.12,0,66.05,100,0,0
909,cleaned_lyrics,269,-27.1,9.58,-36.99,-53.89,25,50,0,100,80.19,100,0,66.67,11.11,37.74,100,0,0,0,0.47
910,cleaned_lyrics,398,3.84,3.22,11.9,-3.59,7.84,43.75,25.8,0,100,70.13,100,100,30.25,0,32.48,100,32.48,0,68.38
911,cleaned_lyrics,280,47.94,76.03,18.58,49.21,100,90,80,0,40,17.65,0,23.53,100,23.53,16.67,33.33,33.33,100,0
912,cleaned_lyrics,450,24.41,52.84,6.12,14.26,62.5,100,12.5,0,37.5,68.18,45.45,63.64,100,0,66.67,0,100,66.67,0
913,cleaned_lyrics,594,2.48,49.78,-19.53,-22.82,83.33,0,100,33.33,1.55,100,43.64,91.95,43.64,0,100,33.33,66.67,0,0.14
914,cleaned_lyrics,415,-19.83,-18.81,-30.77,-9.91,0,100,25,25,25,100,0,85.71,0,14.29,55.56,0,55.56,100,66.67
915,cleaned_lyrics,559,28.13,69.66,-0.83,15.56,85.71,100,71.43,0,29.73,8.69,0,34.77,17.38,100,100,100,100,19.71,0
916,cleaned_lyrics,0,,,,
917,cleaned_lyrics,125,,,,
918,cleaned_lyrics,512,33.74,63.82,14.43,22.96,87.51,0,11.63,100,80.36,44.74,100,95.67,0,47.83,48.54,48.54,100,0,0
919,cleaned_lyrics,731,15.02,18.69,46.97,-20.6,32.5,0,88.89,77.78,100,0,76.87,72.24,39.86,100,100,25.21,75.64,0,0
920,cleaned_lyrics,369,51.33,68.05,35.85,50.09,100,42.86,0,85.71,29.55,0,51.92,51.92,31.15,100,0,33.33,33.33,100,51.14
921,cleaned_lyrics,529,-23.09,-45.58,-18.16,-5.52,0,55.56,66.67,100,68.25,93.67,49.4,100,17.77,0,100,0,50,100,0
922,cleaned_lyrics,243,,,,
923,cleaned_lyrics,346,41.89,84.71,27.82,13.12,100,0,25.74,12.87,38.6,0,14.63,100,3.96,3.96,0,100,0,75,100
924,cleaned_lyrics,634,14.96,-0.88,14.82,30.94,22.08,33.22,100,44.35,0,15.38,0,7.69,100,18.32,0,0,0,100,0
925,cleaned_lyrics,462,2.84,28.89,-18.17,-2.2,42.41,100,29.11,0,72.77,33.67,7.64,42.11,0,100,100,66.67,67.39,33.7,0
926,cleaned_lyrics,418,-19.28,-40.68,0.24,-17.39,0,42.86,100,74.35,88.81,44.72,100,21.03,0,0,39.43,98.57,0,40.14,100
927,cleaned_lyrics,342,50.64,92.09,13.76,46.09,100,74.91,25.46,25.46,0,41.98,0,89.35,100,89.35,0,39.31,40.17,100,80.06
928,cleaned_lyrics,366,-5.73,-11.42,-8.93,3.15,0,42.19,0.89,50.45,100,90.18,66.67,100,40,0,100,60.82,81.1,40.55,0
929,cleaned_lyrics,239,,,,
930,cleaned_lyrics,0,,,,
931,cleaned_lyrics,540,26.74,27.86,76.5,-24.15,50,80,100,0,70,0,69.23,61.54,100,76.92,100,66.67,0,33.33,0
932,cleaned_lyrics,0,,,,
933,cleaned_lyrics,404,-21.25,-19.23,-21.01,-23.51,0,78.82,45.98,32.84,100,100,30.95,62.34,74.89,0,100,0,40,50,0
934,cleaned_lyrics,475,10.45,71.76,-27.88,-12.54,100,66.67,88.89,0,44.44,100,77.78,55.56,33.33,0,100,0,50,75,0
935,cleaned_lyrics,445,12.21,46,-20.83,11.47,71.43,42.86,100,71.43,0,46.15,46.15,30.77,0,100,50,0,25,100,0
936,cleaned_lyrics,692,63.09,49.11,93.36,46.8,56.92,100,43.39,0,0,0,62.63,78.97,100,78.97,0,19.63,100,40.68,40.68
937,cleaned_lyrics,404,42.5,63.57,44.32,19.61,74.28,100,22.83,22.83,0,24.39,39.51,100,100,0,100,66.67,100,66.67,0
938,cleaned_lyrics,557,-16.25,16.25,-39.76,-25.24,31.4,14.88,100,0,16.67,100,42.07,0,58.46,35.07,98.88,98.88,0,100,100
939,cleaned_lyrics,599,25.41,67.66,2.94,5.64,100,23.08,84.62,0,23.66,61.11,100,88.89,0,41.32,42.86,28.57,100,0,29.17
940,cleaned_lyrics,360,61.8,96.99,76.03,12.37,100,25,12.5,0,0,0,37.5,68.75,68.75,100,33.33,0,0,100,0
941,cleaned_lyrics,375,28.64,55.96,-24.61,54.57,71.43,100,85.71,28.57,0,100,0,90.91,63.64,72.73,0,75,75,75,100
942,cleaned_lyrics,625,-2.16,-23.49,38.35,-21.32,0,30,100,30,40,0,100,18.18,81.82,45.45,100,27.27,54.55,27.27,0
943,cleaned_lyrics,612,-7.77,33.97,-12.06,-45.2,53.73,53.73,100,0,63.64,70.46,37.4,0,100,25,100,48.52,51.9,0,51.9
944,cleaned_lyrics,360,17.01,42.15,33.6,-24.72,66.67,100,100,0,33.33,0,70,10,80,100,100,22.22,66.67,0,0
945,cleaned_lyrics,650,29.22,25.25,0.53,61.88,42.86,100,57.14,0,85.71,54.55,0,54.55,100,18.18,0,0,100,100,0
946,cleaned_lyrics,513,-6.65,-10.39,10.94,-20.48,0,0,100,8.82,59.31,45.19,0,90.38,100,93.48,50,0,100,25.49,88.6
947,cleaned_lyrics,238,,,,
948,cleaned_lyrics,725,-8.45,25.57,-40.61,-10.31,50,33.33,66.67,100,0,64.29,0,21.43,7.14,100,66.67,66.67,0,100,66.67
949,cleaned_lyrics,439,-28.15,-20.08,-23.35,-41.01,0,50,100,0,2.87,100,49.29,15.48,83.1,0,100,100,0,0,54.02
950,cleaned_lyrics,476,48.13,75.83,47.64,20.92,100,82.05,82.05,61.54,0,0,100,100,37.96,100,0,67.12,34.25,67.12,100
951,cleaned_lyrics,429,22.79,5.62,38.7,24.04,23.94,95.77,0,71.83,100,41.94,88.39,76.78,100,0,33.33,100,0,33.33,1.96
952,cleaned_lyrics,512,37.26,56.17,32.45,23.17,72,0,75.76,75.76,100,0,100,10.78,41.86,10.78,0,39.38,0.58,100,60.23
953,cleaned_lyrics,346,27.02,32.9,-27.79,75.96,54.49,28.57,100,0,85.71,91.43,100,0,20,0,0,100,100,100,100
954,cleaned_lyrics,634,12.96,26.11,5.24,7.54,50,62.5,0,100,25.79,38.1,47.62,100,0,69.16,25,0,25,100,50.99
955,cleaned_lyrics,666,-24.14,-5.02,-12.75,-54.65,13.93,0,100,66.67,83.33,77.24,60,100,0,30,0,0,0,33.33,100
956,cleaned_lyrics,439,0.37,2.69,-9.89,8.33,20,40,0,100,21.03,71.69,81.93,92.17,0,100,79.81,100,39.44,19.26,0
957,cleaned_lyrics,539,10.26,82.1,12.7,-64.02,98.81,56.46,0,28.23,100,14.29,0,100,0,7.48,98.47,32.82,32.82,0,100
958,cleaned_lyrics,538,2.44,-6.22,-8.49,22.02,14.29,0,100,58.48,0.8,66.37,97.81,0,71.79,100,32.62,32.62,0,100,1.22
959,cleaned_lyrics,709,52.22,89.05,36.88,30.74,100,30.73,38.43,30.73,0,0,32.43,16.22,100,27.93,37.5,100,37.5,0,0
960,cleaned_lyrics,450,13.7,59.22,1.59,-19.72,75,100,0,25,50,55.56,33.33,100,22.22,0,100,0,33.33,66.67,0
961,cleaned_lyrics,415,37.45,88.35,26.82,-2.81,100,33.33,50,16.67,0,7.14,78.57,100,0,85.71,0,40,60,20,100
962,cleaned_lyrics,494,-9.53,-18.81,-38.54,28.75,0,40.38,74.99,28.84,100,100,13.9,13.9,54.42,0,74.94,100,49.87,49.87,0
963,cleaned_lyrics,629,23.75,28.62,-14.62,57.25,46.5,13.06,100,13.06,0,56.11,72.47,0,53.77,100,0,37.5,100,12.5,0.1
964,cleaned_lyrics,523,70.05,87.48,79.02,43.65,100,24.76,41.48,25.32,0,0,66.52,66.52,100,64.18,25,0,100,76.92,1.2
965,cleaned_lyrics,392,58.79,71.94,36.52,67.91,100,0,59.72,42.84,17.52,0,31.84,11.33,100,59.69,0,98.53,50.11,100,16.84
966,cleaned_lyrics,289,37.55,72.87,25.33,14.46,100,11.92,37.09,62.25,0,0,100,25,25,97.7,0,81.2,32.48,48.72,100
967,cleaned_lyrics,814,-34.81,-21.76,-12.67,-70,0,40,100,20,46.05,100,60.83,76.5,76.5,0,24.85,0,0,0,100
968,cleaned_lyrics,710,42.08,94.53,29.67,2.04,100,60,30,0,40,0,15.79,52.63,36.84,100,42.86,100,42.86,0,50
969,cleaned_lyrics,609,46.83,54.04,69.87,16.58,62.33,53.42,0,80.13,100,0,100,77.78,77.78,62.81,25,0,100,25,25.62
970,cleaned_lyrics,547,9,8.24,-1.25,20,21.67,0,100,12.52,45.33,68.29,91.6,0,100,47.06,49.54,100,0,50.93,0
971,cleaned_lyrics,769,-15.02,14.46,-9.48,-50.04,46.5,100,53.19,93.31,0,31.33,0,50.91,35.24,100,52.94,0,52.94,6.62,100
972,cleaned_lyrics,612,3.04,65.58,15.53,-71.99,98.07,60.87,100,0,37.5,43.47,100,22.8,57,0,30.15,8.59,0,30.43,100
973,cleaned_lyrics,549,6.83,6.32,-8.34,22.52,30,100,100,0,71.1,55.56,33.33,0,100,60.04,42.86,100,0,71.43,14.42
974,cleaned_lyrics,564,25.88,52.97,45.48,-20.82,80,80,100,0,63.04,0,100,37.5,62.5,4.02,75,25,0,100,50.67
975,cleaned_lyrics,374,-39.1,-25.68,-36.36,-55.27,0,16.67,100,50,18.69,100,17.65,0,82.35,55.33,100,0,0,33.33,34.23
976,cleaned_lyrics,654,3.17,34.56,-6.4,-18.64,68.6,100,43.48,93.72,0,39.04,0,82.96,24.4,100,9.92,0,79.33,0,100
977,cleaned_lyrics,524,21.18,31.6,-9.59,41.53,66.67,91.67,0,100,17.39,38.69,0,83.82,0,100,0,98.73,65.82,65.82,100
978,cleaned_lyrics,633,-0.29,5.33,-24.48,18.28,10.83,21.67,0,67.24,100,100,31.93,11.51,89.2,0,0,97.67,97.67,1.55,100
979,cleaned_lyrics,673,20.42,89.06,-0.08,-27.71,100,71.43,0,1.92,45.1,12.74,12.74,52.44,0,100,0,0,49.08,1.1,100
980,cleaned_lyrics,435,9.75,-25.52,-27.08,81.86,0,12.5,75,100,0,100,87.5,75,0,75,0,66.67,66.67,100,0
981,cleaned_lyrics,0,,,,
982,cleaned_lyrics,720,25.25,40.28,-16.01,51.49,62.5,100,87.5,0,62.5,78.26,43.48,0,100,39.13,0,25,25,100,0
983,cleaned_lyrics,387,27.21,75.71,9.51,-3.6,100,0,51.95,51.95,51.95,39.84,75.09,100,0,78.57,65.53,0,0.43,100,0.43
984,cleaned_lyrics,395,12.66,55.38,7.86,-25.26,77.78,0,66.67,100,66.67,60,80,100,10,0,100,100,0,100,100
985,cleaned_lyrics,489,29.26,-1.22,28.97,60.01,20,80,0,100,42.27,21.14,5.37,100,68.46,0,0,40,100,40,40.62
986,cleaned_lyrics,537,-13.6,-12.3,-11.92,-16.59,10.85,0,78.09,100,12.37,54.38,100,0,0,5.12,57.09,100,43.32,0,72.19
987,cleaned_lyrics,595,43.83,56.85,33.13,41.51,88.89,0,94.44,66.67,100,0,100,23.81,14.29,4.76,0,100,0,50,0
988,cleaned_lyrics,482,-7.09,-3.57,1.6,-19.31,14.78,64.26,0,100,66.67,60.84,0,93.85,100,75.41,65.98,0,66.67,100,83.33
989,cleaned_lyrics,324,21.7,-12.28,33.95,43.45,0,0,0,100,29.3,0,94.35,78.62,15.72,100,0,98.46,49.23,98.46,100
990,cleaned_lyrics,740,5.18,26.16,-39.76,29.15,55,75,45,100,0,100,0,52,36,92,42.86,57.14,14.29,100,0
991,cleaned_lyrics,710,18.57,72.91,32.43,-49.62,100,0,55.56,55.56,33.33,15.38,84.62,23.08,100,0,100,0,60,60,100
992,cleaned_lyrics,645,75.19,77.62,58.64,89.32,87.5,100,25,0,12.5,0,30.77,92.31,100,7.69,0,100,100,50,0
993,cleaned_lyrics,444,36.7,24.01,28.06,58.03,57,100,21.17,92.83,0,54.45,95.45,68.12,100,0,20,20,100,60,0
994,cleaned_lyrics,667,-15.01,22.16,-46.08,-21.12,54.9,83.26,85.71,100,0,91.01,0,1.76,54.15,100,59.88,100,20.21,0,60.63
995,cleaned_lyrics,768,31.69,71.36,74.08,-50.35,100,0,66.67,36.06,52.83,0,93.33,100,69.24,35.69,98.29,0,0,100,100
996,cleaned_lyrics,623,2.45,-20.92,10.61,17.66,0,29.31,29.31,100,1.5,23.08,100,0,17.43,32.94,33.33,100,100,0,67.2
997,cleaned_lyrics,666,50.09,1.47,79.16,69.65,28.58,80,30,100,0,0,56.74,100,67.55,45.92,0,100,100,33.5,33.5
998,cleaned_lyrics,877,7.49,9.03,-32.76,46.2,13.87,0,44.22,58.16,100,100,0,76.08,32.98,90.45,14.2,99.43,14.29,100,0
999,cleaned_lyrics,483,-20.67,-34.33,-4.86,-22.82,0,57.14,100,44.49,44.49,51.4,51.4,93.81,0,100,50,0,100,0.35,84.55
1000,cleaned_lyrics,369,-10.49,-36.37,-19.86,24.77,0,100,80,90,30.96,78.57,0,14.29,100,23.09,33.33,0,33.33,100,0
1001,cleaned_lyrics,647,4.05,-14.79,39.79,-12.85,0,0,13.99,100,13.99,0,93.07,24.96,100,6.2,49.24,0,100,0.76,50.38
1002,cleaned_lyrics,748,22.26,61.92,-21.11,25.96,70.76,100,12.27,0,0,80.8,0,88.88,51.19,100,0,0,32.96,100,66.81
1003,cleaned_lyrics,1148,-28.36,-31.82,-24.31,-28.96,0,100,58.33,76.56,76.56,95.4,100,67.77,0,46.24,71.38,100,28.44,0,71.88
1004,cleaned_lyrics,626,-1.51,6.86,-6.36,-5.03,28.41,80,100,0,30,78.43,100,18.18,63.64,0,24.6,25,0,100,75
